methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner,workerType,preferenceStrength,confidence,comparisonId,promptId,source,category,subjectStudy,highestLevelDegree
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-d341d8a7f8894233bad497919eecf882,draw,expert:dazzling_jepsen,,,2024-05-15 19:33:37.688008,Tie,expert,tie,absolutely-confident,d341d8a7f8894233bad497919eecf882,6078ba6940f845ffa3352f7fae57927f,anthropic/helpful-base,Open QA,Health and Medicine,Health and welfare
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-d341d8a7f8894233bad497919eecf882,B,expert:vigilant_rosalind,,,2024-05-15 20:21:19.107316,B-is-slightly-better,expert,slightly,fairly-confident,d341d8a7f8894233bad497919eecf882,6078ba6940f845ffa3352f7fae57927f,anthropic/helpful-base,Open QA,Health and Medicine,Health and welfare
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-2c1294bf9b1846638b751d4108048ad4,A,expert:zealous_kare,,,2024-05-28 01:45:04.198914,A-is-clearly-better,expert,clearly,absolutely-confident,2c1294bf9b1846638b751d4108048ad4,60834ecd2f324b138af21dec7a0a97c1,lmsys/chatbot_arena_conversations,Open QA,Physics,Natural sciences
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-2c1294bf9b1846638b751d4108048ad4,A,expert:admiring_ride,,,2024-05-28 04:42:15.700601,A-is-slightly-better,expert,slightly,absolutely-confident,2c1294bf9b1846638b751d4108048ad4,60834ecd2f324b138af21dec7a0a97c1,lmsys/chatbot_arena_conversations,Open QA,Physics,Natural sciences
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-b9efc762d1d543d58736f49ba04e9666,A,expert:admiring_ride,,,2024-05-27 20:51:58.737998,A-is-clearly-better,expert,clearly,absolutely-confident,b9efc762d1d543d58736f49ba04e9666,60834ecd2f324b138af21dec7a0a97c1,lmsys/chatbot_arena_conversations,Open QA,Physics,Natural sciences
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-b9efc762d1d543d58736f49ba04e9666,B,expert:serene_bhabha,,,2024-05-27 21:38:33.207507,B-is-clearly-better,expert,clearly,absolutely-confident,b9efc762d1d543d58736f49ba04e9666,60834ecd2f324b138af21dec7a0a97c1,lmsys/chatbot_arena_conversations,Open QA,Physics,Natural sciences
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-abd53b72b04c4db7aa5747b5fe666a27,B,expert:cool_feynman,,,2024-05-22 00:31:53.683084,B-is-clearly-better,expert,clearly,fairly-confident,abd53b72b04c4db7aa5747b5fe666a27,608d51350f194b9297b4e6d09fc2e952,anthropic/helpful-base,Chat,Veterinary Medicine,Health and welfare
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-abd53b72b04c4db7aa5747b5fe666a27,B,expert:upbeat_jepsen,,,2024-05-22 00:45:09.275022,B-is-clearly-better,expert,clearly,absolutely-confident,abd53b72b04c4db7aa5747b5fe666a27,608d51350f194b9297b4e6d09fc2e952,anthropic/helpful-base,Chat,Veterinary Medicine,Health and welfare
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-08847fe9edbc4d389dad5d1033e1d90a,B,expert:dreamy_torvalds,,,2024-05-22 22:42:41.153510,B-is-slightly-better,expert,slightly,absolutely-confident,08847fe9edbc4d389dad5d1033e1d90a,6093418ae4724a97a717855872007655,anthropic/helpful-base,Open QA,Engineering,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-08847fe9edbc4d389dad5d1033e1d90a,B,expert:musing_turing,,,2024-05-22 22:38:33.694048,B-is-clearly-better,expert,clearly,absolutely-confident,08847fe9edbc4d389dad5d1033e1d90a,6093418ae4724a97a717855872007655,anthropic/helpful-base,Open QA,Engineering,"Engineering, manufacturing and construction"
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-f3a2f00e91e5461b8828a68ab51da988,A,expert:musing_turing,,,2024-05-15 21:05:14.916073,A-is-clearly-better,expert,clearly,absolutely-confident,f3a2f00e91e5461b8828a68ab51da988,6093418ae4724a97a717855872007655,anthropic/helpful-base,Open QA,Engineering,"Engineering, manufacturing and construction"
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-f3a2f00e91e5461b8828a68ab51da988,A,expert:dazzling_mahavira,,,2024-05-15 21:18:01.706086,A-is-slightly-better,expert,slightly,absolutely-confident,f3a2f00e91e5461b8828a68ab51da988,6093418ae4724a97a717855872007655,anthropic/helpful-base,Open QA,Engineering,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-e1e468f3aac74eaabd09250202c82b55,B,expert:brave_pike,,,2024-05-27 12:42:12.885848,B-is-slightly-better,expert,slightly,fairly-confident,e1e468f3aac74eaabd09250202c82b55,609626bab03a441dbe9011e8035bd879,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-e1e468f3aac74eaabd09250202c82b55,draw,expert:moronic_dubinsky,,,2024-05-27 12:47:37.010988,Tie,expert,tie,absolutely-confident,e1e468f3aac74eaabd09250202c82b55,609626bab03a441dbe9011e8035bd879,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-a09a825834204877b8fd91872d23f08d,B,expert:cocky_davinci,,,2024-05-27 13:05:51.524453,B-is-clearly-better,expert,clearly,absolutely-confident,a09a825834204877b8fd91872d23f08d,609626bab03a441dbe9011e8035bd879,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-a09a825834204877b8fd91872d23f08d,B,expert:brave_pike,,,2024-05-27 13:07:53.915798,B-is-slightly-better,expert,slightly,fairly-confident,a09a825834204877b8fd91872d23f08d,609626bab03a441dbe9011e8035bd879,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-4b018e66f88648288e4dfff15a510683,B,expert:clever_bardeen,,,2024-05-27 09:04:48.789621,B-is-clearly-better,expert,clearly,absolutely-confident,4b018e66f88648288e4dfff15a510683,60a69e3645d94457a10db698a111bdbc,anthropic/harmless-base,Open QA,Politics,Social Sciences
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-4b018e66f88648288e4dfff15a510683,B,expert:youthful_northcutt,,,2024-05-28 11:56:23.256067,B-is-clearly-better,expert,clearly,absolutely-confident,4b018e66f88648288e4dfff15a510683,60a69e3645d94457a10db698a111bdbc,anthropic/harmless-base,Open QA,Politics,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-791806edc4444671a8fd1c6c4bb9ed71,A,expert:clever_bardeen,,,2024-05-28 21:27:59.518594,A-is-slightly-better,expert,slightly,absolutely-confident,791806edc4444671a8fd1c6c4bb9ed71,60a69e3645d94457a10db698a111bdbc,anthropic/harmless-base,Open QA,Politics,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-791806edc4444671a8fd1c6c4bb9ed71,B,expert:relaxed_roentgen,,,2024-05-29 06:51:26.175592,B-is-clearly-better,expert,clearly,absolutely-confident,791806edc4444671a8fd1c6c4bb9ed71,60a69e3645d94457a10db698a111bdbc,anthropic/harmless-base,Open QA,Politics,Social Sciences
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-158be1b564ca4dae9122e640a81a906c,draw,expert:peaceful_joliot,,,2024-05-22 22:56:42.476042,Tie,expert,tie,absolutely-confident,158be1b564ca4dae9122e640a81a906c,60ac2b37278447508a24acc486b5eda4,lmsys/sharegpt-vicuna,Open QA,Communication and/or Media,Arts & Humanities
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-158be1b564ca4dae9122e640a81a906c,draw,expert:eager_mahavira,,,2024-05-22 22:59:03.260837,Tie,expert,tie,fairly-confident,158be1b564ca4dae9122e640a81a906c,60ac2b37278447508a24acc486b5eda4,lmsys/sharegpt-vicuna,Open QA,Communication and/or Media,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-947e542de63549759ffde795080a6b6f,draw,expert:admiring_lamarr,,,2024-05-23 13:13:56.744166,Tie,expert,tie,absolutely-confident,947e542de63549759ffde795080a6b6f,60b9b40ca1c64354a8c6367782e13537,lmsys/chatbot_arena_conversations,Open QA,Psychology,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-947e542de63549759ffde795080a6b6f,draw,expert:sad_babbage,,,2024-05-23 13:17:14.387067,Tie,expert,tie,fairly-confident,947e542de63549759ffde795080a6b6f,60b9b40ca1c64354a8c6367782e13537,lmsys/chatbot_arena_conversations,Open QA,Psychology,Social Sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-a0456ff526f54540835ad34726cd3ca5,B,expert:pensive_kowalevski,,,2024-05-29 10:41:18.799739,B-is-clearly-better,expert,clearly,absolutely-confident,a0456ff526f54540835ad34726cd3ca5,60b9b40ca1c64354a8c6367782e13537,lmsys/chatbot_arena_conversations,Open QA,Psychology,Social Sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-a0456ff526f54540835ad34726cd3ca5,A,expert:sad_babbage,,,2024-05-29 23:13:49.328136,A-is-slightly-better,expert,slightly,fairly-confident,a0456ff526f54540835ad34726cd3ca5,60b9b40ca1c64354a8c6367782e13537,lmsys/chatbot_arena_conversations,Open QA,Psychology,Social Sciences
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-fc2a75b9de494367bc3cc606d12d2331,B,expert:peaceful_joliot,,,2024-05-24 17:47:25.717531,B-is-slightly-better,expert,slightly,fairly-confident,fc2a75b9de494367bc3cc606d12d2331,60f48eedf9e64c0e99ba04728119136d,lmsys/sharegpt-vicuna,Brainstorm,English Literature,Arts & Humanities
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-fc2a75b9de494367bc3cc606d12d2331,B,expert:competent_noyce,,,2024-05-24 17:50:35.120576,B-is-clearly-better,expert,clearly,absolutely-confident,fc2a75b9de494367bc3cc606d12d2331,60f48eedf9e64c0e99ba04728119136d,lmsys/sharegpt-vicuna,Brainstorm,English Literature,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-872cc8e1b8624dd199146baf4115e35a,A,expert:clever_bardeen,,,2024-05-26 14:29:27.160473,A-is-slightly-better,expert,slightly,fairly-confident,872cc8e1b8624dd199146baf4115e35a,610db9e19caf486992c5d3fbdb5dc575,anthropic/harmless-base,Open QA,Sociology,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-872cc8e1b8624dd199146baf4115e35a,draw,expert:admiring_lamarr,,,2024-05-26 20:42:58.479715,Tie,expert,tie,absolutely-confident,872cc8e1b8624dd199146baf4115e35a,610db9e19caf486992c5d3fbdb5dc575,anthropic/harmless-base,Open QA,Sociology,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-49ba31aa4fa24ad6a8ad77cc2a3dd6fb,A,expert:gracious_goodall,,,2024-05-29 15:22:20.864125,A-is-slightly-better,expert,slightly,fairly-confident,49ba31aa4fa24ad6a8ad77cc2a3dd6fb,614b58b8b7394772bc558ee22ef004a7,lmsys/chatbot_arena_conversations,Open QA,Philosophy,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-49ba31aa4fa24ad6a8ad77cc2a3dd6fb,draw,expert:youthful_northcutt,,,2024-05-29 15:35:52.329466,Tie,expert,tie,absolutely-confident,49ba31aa4fa24ad6a8ad77cc2a3dd6fb,614b58b8b7394772bc558ee22ef004a7,lmsys/chatbot_arena_conversations,Open QA,Philosophy,Social Sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-f5f1493f50a44d53b5ccb75b9807e19c,B,expert:relaxed_roentgen,,,2024-05-29 11:02:22.469609,B-is-clearly-better,expert,clearly,absolutely-confident,f5f1493f50a44d53b5ccb75b9807e19c,614b58b8b7394772bc558ee22ef004a7,lmsys/chatbot_arena_conversations,Open QA,Philosophy,Social Sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-f5f1493f50a44d53b5ccb75b9807e19c,B,expert:sad_babbage,,,2024-05-29 23:11:34.105328,B-is-slightly-better,expert,slightly,fairly-confident,f5f1493f50a44d53b5ccb75b9807e19c,614b58b8b7394772bc558ee22ef004a7,lmsys/chatbot_arena_conversations,Open QA,Philosophy,Social Sciences
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-709f891c5bcb43eea1d5ccff01261ab7,B,expert:flamboyant_wiles,,,2024-05-21 19:07:20.613646,B-is-slightly-better,expert,slightly,fairly-confident,709f891c5bcb43eea1d5ccff01261ab7,615b9d20acf74176972a88c46f2337c1,anthropic/harmless-base,Open QA,Law,Administration & Law
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-709f891c5bcb43eea1d5ccff01261ab7,B,expert:keen_noether,,,2024-05-21 19:16:17.788749,B-is-slightly-better,expert,slightly,fairly-confident,709f891c5bcb43eea1d5ccff01261ab7,615b9d20acf74176972a88c46f2337c1,anthropic/harmless-base,Open QA,Law,Administration & Law
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-64d702bdb4244db9b773ce07fa86eff3,A,expert:silly_knuth,,,2024-05-26 19:20:07.545740,A-is-slightly-better,expert,slightly,fairly-confident,64d702bdb4244db9b773ce07fa86eff3,619a77cde2c045e6a4176a88c996e7fc,anthropic/harmless-base,Open QA,Finance,Administration & Law
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-64d702bdb4244db9b773ce07fa86eff3,B,expert:tender_euclid,,,2024-05-26 22:53:47.222021,B-is-slightly-better,expert,slightly,absolutely-confident,64d702bdb4244db9b773ce07fa86eff3,619a77cde2c045e6a4176a88c996e7fc,anthropic/harmless-base,Open QA,Finance,Administration & Law
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-bc04dbff78c945e18d6cb3208afdd0f7,B,expert:sharp_mccarthy,,,2024-05-27 17:41:34.778325,B-is-clearly-better,expert,clearly,fairly-confident,bc04dbff78c945e18d6cb3208afdd0f7,619ac7cb8633496db56e6aea13ccea68,lmsys/sharegpt-vicuna,Coding,Computer Science,Information and Communication Technologies
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-bc04dbff78c945e18d6cb3208afdd0f7,A,expert:optimistic_pare,,,2024-05-27 17:54:38.221468,A-is-slightly-better,expert,slightly,not-confident,bc04dbff78c945e18d6cb3208afdd0f7,619ac7cb8633496db56e6aea13ccea68,lmsys/sharegpt-vicuna,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-55458c96001b46168a98812f917e6213,A,expert:optimistic_pare,,,2024-05-28 21:40:56.543777,A-is-slightly-better,expert,slightly,not-confident,55458c96001b46168a98812f917e6213,619ac7cb8633496db56e6aea13ccea68,lmsys/sharegpt-vicuna,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-55458c96001b46168a98812f917e6213,B,expert:sad_northcutt,,,2024-05-28 22:03:47.106753,B-is-clearly-better,expert,clearly,absolutely-confident,55458c96001b46168a98812f917e6213,619ac7cb8633496db56e6aea13ccea68,lmsys/sharegpt-vicuna,Coding,Computer Science,Information and Communication Technologies
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-f71249b3038e4b35879ae89b47093691,B,expert:musing_turing,,,2024-05-21 22:17:26.275438,B-is-slightly-better,expert,slightly,absolutely-confident,f71249b3038e4b35879ae89b47093691,619f6688f6a84371bf6933658a5abc61,anthropic/helpful-base,Open QA,Leisure,"Engineering, manufacturing and construction"
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-f71249b3038e4b35879ae89b47093691,B,expert:affectionate_wing,,,2024-05-22 01:59:55.359498,B-is-clearly-better,expert,clearly,absolutely-confident,f71249b3038e4b35879ae89b47093691,619f6688f6a84371bf6933658a5abc61,anthropic/helpful-base,Open QA,Leisure,"Engineering, manufacturing and construction"
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-019f367b1cac4b6a98b40ef33f444e0a,B,expert:youthful_engelbart,,,2024-05-26 03:30:24.359118,B-is-clearly-better,expert,clearly,absolutely-confident,019f367b1cac4b6a98b40ef33f444e0a,619f6688f6a84371bf6933658a5abc61,anthropic/helpful-base,Open QA,Leisure,"Engineering, manufacturing and construction"
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-019f367b1cac4b6a98b40ef33f444e0a,B,expert:heuristic_kilby,,,2024-05-26 07:48:00.872375,B-is-clearly-better,expert,clearly,absolutely-confident,019f367b1cac4b6a98b40ef33f444e0a,619f6688f6a84371bf6933658a5abc61,anthropic/helpful-base,Open QA,Leisure,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-f8bb84b964ff487aa67a69bea37c1f5b,B,expert:elegant_ride,,,2024-05-25 10:44:21.366266,B-is-clearly-better,expert,clearly,absolutely-confident,f8bb84b964ff487aa67a69bea37c1f5b,61a8fceee2e84848a58ce9b4c76892ba,anthropic/helpful-base,Open QA,Education,Education
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-f8bb84b964ff487aa67a69bea37c1f5b,draw,expert:thirsty_clarke,,,2024-05-25 19:02:08.621669,Tie,expert,tie,absolutely-confident,f8bb84b964ff487aa67a69bea37c1f5b,61a8fceee2e84848a58ce9b4c76892ba,anthropic/helpful-base,Open QA,Education,Education
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-381d18d0ef9b48558a03b3018975caaa,A,expert:hardcore_booth,,,2024-05-28 18:26:44.823693,A-is-slightly-better,expert,slightly,absolutely-confident,381d18d0ef9b48558a03b3018975caaa,61a9529dedc2435db26dfebe3f13d74a,anthropic/helpful-base,Open QA,Health and Medicine,Health and welfare
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-381d18d0ef9b48558a03b3018975caaa,A,expert:adoring_lumiere,,,2024-05-28 18:32:46.065540,A-is-clearly-better,expert,clearly,absolutely-confident,381d18d0ef9b48558a03b3018975caaa,61a9529dedc2435db26dfebe3f13d74a,anthropic/helpful-base,Open QA,Health and Medicine,Health and welfare
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-54f4349c6e8545b9848e74e4f75c06e2,draw,expert:musing_golick,,,2024-05-22 14:55:31.048005,Tie,expert,tie,absolutely-confident,54f4349c6e8545b9848e74e4f75c06e2,61bf98c340a748c5ae7beff11fb856ea,lmsys/sharegpt-vicuna,Brainstorm,Geography,Natural sciences
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-54f4349c6e8545b9848e74e4f75c06e2,B,expert:awesome_dijkstra,,,2024-05-22 16:59:26.900847,B-is-slightly-better,expert,slightly,not-confident,54f4349c6e8545b9848e74e4f75c06e2,61bf98c340a748c5ae7beff11fb856ea,lmsys/sharegpt-vicuna,Brainstorm,Geography,Natural sciences
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-305046be34b442c389203cbc6b56502b,B,expert:mystifying_mestorf,,,2024-05-23 17:08:17.928141,B-is-clearly-better,expert,clearly,absolutely-confident,305046be34b442c389203cbc6b56502b,61bf98c340a748c5ae7beff11fb856ea,lmsys/sharegpt-vicuna,Brainstorm,Geography,Natural sciences
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-305046be34b442c389203cbc6b56502b,B,expert:awesome_dijkstra,,,2024-05-23 19:26:07.785778,B-is-slightly-better,expert,slightly,not-confident,305046be34b442c389203cbc6b56502b,61bf98c340a748c5ae7beff11fb856ea,lmsys/sharegpt-vicuna,Brainstorm,Geography,Natural sciences
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-5303af62e4a040c9829d305034cb0292,A,expert:ecstatic_ardinghelli,,,2024-05-28 19:20:53.728629,A-is-slightly-better,expert,slightly,absolutely-confident,5303af62e4a040c9829d305034cb0292,61dfd24338e1405d9785db5af31b74f8,anthropic/helpful-base,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-5303af62e4a040c9829d305034cb0292,B,expert:optimistic_pare,,,2024-05-28 19:23:54.417870,B-is-clearly-better,expert,clearly,absolutely-confident,5303af62e4a040c9829d305034cb0292,61dfd24338e1405d9785db5af31b74f8,anthropic/helpful-base,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-bb29eee4a9f9499993076874ecf02617,draw,expert:upbeat_jepsen,,,2024-05-29 23:31:47.064705,Tie,expert,tie,absolutely-confident,bb29eee4a9f9499993076874ecf02617,61f80665cbe84fbebb2373595a126037,lmsys/chatbot_arena_conversations,Open QA,Leisure,Health and welfare
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-bb29eee4a9f9499993076874ecf02617,B,expert:youthful_austin,,,2024-05-30 01:30:29.067853,B-is-slightly-better,expert,slightly,absolutely-confident,bb29eee4a9f9499993076874ecf02617,61f80665cbe84fbebb2373595a126037,lmsys/chatbot_arena_conversations,Open QA,Leisure,Health and welfare
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-c500680bdda84789a119cc960e1f0336,B,expert:adoring_lumiere,,,2024-05-27 13:25:34.875784,B-is-slightly-better,expert,slightly,absolutely-confident,c500680bdda84789a119cc960e1f0336,61f80665cbe84fbebb2373595a126037,lmsys/chatbot_arena_conversations,Open QA,Leisure,Health and welfare
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-c500680bdda84789a119cc960e1f0336,A,expert:youthful_lewin,,,2024-05-27 14:53:37.362952,A-is-clearly-better,expert,clearly,absolutely-confident,c500680bdda84789a119cc960e1f0336,61f80665cbe84fbebb2373595a126037,lmsys/chatbot_arena_conversations,Open QA,Leisure,Health and welfare
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-7e368ef1ca4e4f92901271d2ffc8671c,B,expert:reverent_ritchie,,,2024-05-29 21:42:13.472567,B-is-clearly-better,expert,clearly,absolutely-confident,7e368ef1ca4e4f92901271d2ffc8671c,620a4e58113f4d20a63c756c5684257e,lmsys/chatbot_arena_conversations,Summarize,Art and/or design,Arts & Humanities
