methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner
api-gpt-4o-mini-search,api-gpt-4o-search-high-loc,False,search-arena-4296,draw,f0d377effcd65aa907074d86f76efb1ad59b1e871f9067c098d4dca654494c58,,,2025-04-05 20:41:57.320,tie (bothbad)
gemini-2.0-flash-grounding,api-gpt-4o-search-high-loc,False,search-arena-4297,A,8226ba8688d69b1bd17a9170eea03d3fffeae0abb3145e4aa126b396f0b86f4e,,,2025-04-05 20:45:41.850,model_a
api-gpt-4o-search-high-loc,ppl-sonar-reasoning,False,search-arena-4298,B,a2e6be63d4134fb752d5391a7c92215483d6124c085000c349a4e2951dc72fff,,,2025-04-05 21:07:46.647,model_b
gemini-2.5-pro-grounding,gemini-2.0-flash-grounding,False,search-arena-4299,A,08ccb6cf645662954e5a184f82023bbdf548169b97661b3067f45fb6c6f2d795,,,2025-04-05 21:27:22.039,model_a
api-gpt-4o-search-high,ppl-sonar-pro,False,search-arena-4300,B,c586ebee85a012eee53c9a5b8c7a1ad8e4443551b2548dadeb42aa2de058874e,,,2025-04-05 21:39:05.479,model_b
gemini-2.5-pro-grounding,gemini-2.0-flash-grounding,False,search-arena-4301,B,f3aa3560ee8a431167f907c9240fc401c616107d3805291bdd3823afbcfa473f,,,2025-04-05 21:41:31.570,model_b
api-gpt-4o-mini-search,ppl-sonar-reasoning,False,search-arena-4302,B,77cf5950e8fe8593a663d8717918a0b887a90e5b0b0e9cbff3ff4395d024512a,,,2025-04-05 21:52:02.557,model_b
ppl-sonar-pro,ppl-sonar-pro-high,False,search-arena-4303,B,30effba958096b8012dfd020113306fd557eadacf85270ce84445fbd116f5a65,,,2025-04-05 21:53:36.394,model_b
ppl-sonar-reasoning,ppl-sonar-reasoning,False,search-arena-4304,draw,75636036c15fa3a2e7b08960cb0beb1598f53168b0e5db6dc292801ed6c01b5a,,,2025-04-05 21:58:03.923,tie
ppl-sonar-reasoning,gemini-2.0-flash-grounding,False,search-arena-4305,B,6179bd945f1bc6e5a2507760032796da96f30f9f18f7311cb47fa3d24bed9ae9,,,2025-04-05 22:03:51.400,model_b
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4306,B,eb1f055742b66373f359808ce94e3c96d0d0de68454099e466c65c88b09a1c3f,,,2025-04-05 22:11:07.669,model_b
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4307,draw,eb1f055742b66373f359808ce94e3c96d0d0de68454099e466c65c88b09a1c3f,,,2025-04-05 22:11:07.669,tie (bothbad)
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4308,draw,eb1f055742b66373f359808ce94e3c96d0d0de68454099e466c65c88b09a1c3f,,,2025-04-05 22:11:07.669,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4309,draw,eb1f055742b66373f359808ce94e3c96d0d0de68454099e466c65c88b09a1c3f,,,2025-04-05 22:15:12.553,tie (bothbad)
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-4310,A,c624715b6bcad36479a02495dad0852a04c1eace2ed0804f8939359a6a230883,,,2025-04-05 22:19:36.492,model_a
ppl-sonar-pro-high,ppl-sonar,False,search-arena-4311,B,c624715b6bcad36479a02495dad0852a04c1eace2ed0804f8939359a6a230883,,,2025-04-05 22:22:23.116,model_b
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4312,B,30effba958096b8012dfd020113306fd557eadacf85270ce84445fbd116f5a65,,,2025-04-05 22:23:26.314,model_b
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4313,B,c624715b6bcad36479a02495dad0852a04c1eace2ed0804f8939359a6a230883,,,2025-04-05 22:25:07.453,model_b
gemini-2.0-flash-grounding,api-gpt-4o-mini-search,False,search-arena-4314,A,e38fb8b63dfa3188a99f4ee5291cac1f2ccca0746f16e257ed851fbf0b1f6dff,,,2025-04-05 22:34:48.541,model_a
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4315,B,66f745005ef0bd198dd8b8b73bf12d503a5a0d60a4ef736f2358e0dea5c94fb0,,,2025-04-05 22:35:39.045,model_b
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4316,A,25c59cd159765565e525b3e5903f8b87d5fd5cf400e72570a21face67ff55f78,,,2025-04-05 22:46:01.385,model_a
ppl-sonar,ppl-sonar-reasoning,False,search-arena-4317,A,ca316716e39e9d3417530bc2e03d23bb2c25add917ce48cd13d185252e8716a3,,,2025-04-05 22:47:43.885,model_a
gemini-2.0-flash-grounding,gemini-2.5-pro-grounding,False,search-arena-4318,B,8130c1ed0d9f5cbb18db027835a51280629cf1109cdc3dfb83c6e8ce42b1d644,,,2025-04-05 22:49:24.946,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search-high,False,search-arena-4319,draw,634652d65a8b39c58ce9dd9adb000ca57a6b1a9e5ccba17fadaf0141c0ccd12a,,,2025-04-05 22:55:12.037,tie (bothbad)
gemini-2.5-pro-grounding,gemini-2.0-flash-grounding,False,search-arena-4320,A,e4261eb6c2d35d749b23e4b71c50bfd522a581f93409b22f0a3c0a610bcc8143,,,2025-04-05 23:08:56.438,model_a
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4321,A,495d8648c540cafe03792acb8e601efdb2fa266e73be47c6325f9d5bdc2f715d,,,2025-04-05 23:18:44.970,model_a
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4322,B,495d8648c540cafe03792acb8e601efdb2fa266e73be47c6325f9d5bdc2f715d,,,2025-04-05 23:18:44.970,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search,False,search-arena-4323,A,2884613b6fd566251c7807e3adb0955dcb0f7ef241d7739597a56af9b1c401d5,,,2025-04-05 23:21:58.374,model_a
ppl-sonar-pro-high,ppl-sonar-pro,False,search-arena-4324,draw,aa720fb8846af5e658397154900446e8d33e8405a84503c7be9df61a8bac8102,,,2025-04-05 23:23:31.462,tie
api-gpt-4o-search-high-loc,api-gpt-4o-search-high-loc,False,search-arena-4325,draw,99516e8e8d731024f420d00f2ff60e0d2bb3e619a507086e5cb58b733a6862b5,,,2025-04-05 23:30:08.924,tie
gemini-2.5-pro-grounding,ppl-sonar,False,search-arena-4326,A,b7bde31e68dbaf5621ee52221c72d9044aaf97f8fd5255c0b649381aadda2dd7,,,2025-04-05 23:35:29.012,model_a
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4327,A,ee1433e93e564e79b6ad558543bb9c167d888ad2f057657b3a3891ebf9585211,,,2025-04-05 23:57:00.750,model_a
ppl-sonar,ppl-sonar-reasoning,False,search-arena-4328,draw,48f8714d19b59855e8ca611df18d1308b3fb1b9e29b58c139dcea771e669c806,,,2025-04-06 00:04:53.576,tie (bothbad)
api-gpt-4o-search-high-loc,api-gpt-4o-search-high,False,search-arena-4329,draw,48f8714d19b59855e8ca611df18d1308b3fb1b9e29b58c139dcea771e669c806,,,2025-04-06 00:05:22.717,tie
gemini-2.5-pro-grounding,ppl-sonar-reasoning,False,search-arena-4330,B,48f8714d19b59855e8ca611df18d1308b3fb1b9e29b58c139dcea771e669c806,,,2025-04-06 00:06:13.701,model_b
api-gpt-4o-search-high,api-gpt-4o-mini-search,False,search-arena-4331,A,c92d8e8e2a2dee62c59d07c1b8ebb53eefbbcf11626d6ddd7ef974e0f5948bda,,,2025-04-06 00:08:34.517,model_a
api-gpt-4o-search,gemini-2.0-flash-grounding,False,search-arena-4332,draw,9819ef957dbbe86d19cc687c46cfe333135953d0895c160e8dd57eca70f58e78,,,2025-04-06 00:11:02.619,tie (bothbad)
gemini-2.5-pro-grounding,api-gpt-4o-search-high-loc,False,search-arena-4333,draw,b7130d2cf86d4560b3dd7ed3d5b42951983ffcd4b7b429fecac49337ec722901,,,2025-04-06 00:28:22.875,tie (bothbad)
api-gpt-4o-search-high,api-gpt-4o-search-high,False,search-arena-4334,B,38a060e683e76ef90d9e38892ec99621ff1ac9e8c00f916e7a9175cff2906184,,,2025-04-06 00:33:32.224,model_b
api-gpt-4o-search-high,api-gpt-4o-search-high,False,search-arena-4335,draw,38a060e683e76ef90d9e38892ec99621ff1ac9e8c00f916e7a9175cff2906184,,,2025-04-06 00:33:32.224,tie
api-gpt-4o-search-high,api-gpt-4o-mini-search,False,search-arena-4336,A,f0d1a5b9f5a3cd442e4d12a1e507609e56caa0c1cb60aec09a4289321ae99dd9,,,2025-04-06 00:51:33.993,model_a
gemini-2.0-flash-grounding,gemini-2.0-flash-grounding,False,search-arena-4337,draw,763c9ccdee32f46872d6d2da45598d9ee3780122cd761e5486e76ef32dc112dd,,,2025-04-06 01:00:55.164,tie (bothbad)
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-4338,B,af24c179fc4702380da9deb82281f244f0208b0e888ae071864528d638adc43d,,,2025-04-06 01:06:50.309,model_b
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-4339,B,af24c179fc4702380da9deb82281f244f0208b0e888ae071864528d638adc43d,,,2025-04-06 01:06:50.309,model_b
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-4340,B,3256bb39c163a010c564d2cd4f11dc9c493f110a75598575b1d5c423a9585abc,,,2025-04-06 01:22:58.997,model_b
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4341,B,58b3cab3654b54b78ff5f38e296330d6102d4310dcb29030f2367d0ee2f3be6d,,,2025-04-06 01:28:13.608,model_b
api-gpt-4o-search-high-loc,gemini-2.5-pro-grounding,False,search-arena-4342,B,79d9cf0f0326cda1218b1c878f09576eee6e78a1bd3509eece97970ec52ade7a,,,2025-04-06 01:30:57.535,model_b
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-4343,A,e69d6fa7b95a6287e7fc71adfa42359672babb60c34dcd082125a6570a6c85ad,,,2025-04-06 01:31:16.152,model_a
api-gpt-4o-search-high-loc,api-gpt-4o-search-high,False,search-arena-4344,draw,62bbef03bd6d92571223a200ee3c7d3c0b932b6ae34552c465fbf2b0c72f0aa2,,,2025-04-06 01:39:50.314,tie
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-4345,B,62bbef03bd6d92571223a200ee3c7d3c0b932b6ae34552c465fbf2b0c72f0aa2,,,2025-04-06 01:40:38.766,model_b
ppl-sonar,gemini-2.5-pro-grounding,False,search-arena-4346,A,de069a84b6eafc33c7f023e0a330a409a2afce311a16942d1351f33e30964577,,,2025-04-06 01:50:25.761,model_a
api-gpt-4o-search-high,api-gpt-4o-search,False,search-arena-4347,draw,1640f5f54b66dfdc2f58295b4caaf76dc799c47b01e591386ae19dd1e7b91738,,,2025-04-06 02:00:28.253,tie
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4348,draw,1640f5f54b66dfdc2f58295b4caaf76dc799c47b01e591386ae19dd1e7b91738,,,2025-04-06 02:01:12.202,tie
ppl-sonar,gemini-2.0-flash-grounding,False,search-arena-4349,B,541ca880e86ba04e795e05b7650a51b869318ba89299f5d28b4eedbdeb6d6f72,,,2025-04-06 02:04:29.877,model_b
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4350,draw,8fff1e01b3bfc5d8cef009003d9772472510d90b022982026c195d14dc853f2e,,,2025-04-06 02:07:47.465,tie
gemini-2.5-pro-grounding,gemini-2.5-pro-grounding,False,search-arena-4351,B,118b361b4379606428eb3f1b5ad894beac3ff4d01d23fe28d6b1a081f168c73f,,,2025-04-06 02:14:04.570,model_b
ppl-sonar,gemini-2.5-pro-grounding,False,search-arena-4352,B,58c90793338e78f49a92772ebf5de1a0c86166d5ca44f9d49b6841711fec9d8d,,,2025-04-06 02:17:36.762,model_b
gemini-2.0-flash-grounding,gemini-2.5-pro-grounding,False,search-arena-4353,B,18a48b0a7df9e9d9322d51f814d16b871996a2ef99e83fc18808f4a7f3920cf9,,,2025-04-06 02:30:49.345,model_b
ppl-sonar-reasoning,gemini-2.5-pro-grounding,False,search-arena-4354,A,4b41ffc006aa37559d5bc8fbd0493a14fee482465e352c89018e59d3df0d4593,,,2025-04-06 02:32:14.550,model_a
ppl-sonar-reasoning,gemini-2.5-pro-grounding,False,search-arena-4355,A,4b41ffc006aa37559d5bc8fbd0493a14fee482465e352c89018e59d3df0d4593,,,2025-04-06 02:32:14.550,model_a
gemini-2.5-pro-grounding,gemini-2.5-pro-grounding,False,search-arena-4356,B,4b41ffc006aa37559d5bc8fbd0493a14fee482465e352c89018e59d3df0d4593,,,2025-04-06 02:42:57.425,model_b
ppl-sonar-pro-high,ppl-sonar,False,search-arena-4357,B,58c90793338e78f49a92772ebf5de1a0c86166d5ca44f9d49b6841711fec9d8d,,,2025-04-06 02:45:04.342,model_b
api-gpt-4o-search-high-loc,api-gpt-4o-search,False,search-arena-4358,A,c8ccdb7509136704810bf12b26d7377e02d3d2624cc07b003d07b82e77597f92,,,2025-04-06 02:46:27.625,model_a
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4359,draw,6b6671c97977f2456a331d1093849d235f4ea4c985b770343902fa037015230c,,,2025-04-06 02:47:32.817,tie (bothbad)
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-4360,A,58c90793338e78f49a92772ebf5de1a0c86166d5ca44f9d49b6841711fec9d8d,,,2025-04-06 02:48:28.957,model_a
api-gpt-4o-search,ppl-sonar-reasoning,False,search-arena-4361,A,ead2fe5063917a64a9407d78469dad2c69d862c80cf483c450cbf1d14fe63454,,,2025-04-06 02:50:32.586,model_a
ppl-sonar,api-gpt-4o-search-high,False,search-arena-4362,A,24a5227f022ff4a80ec782200cea0c604d1999924c8cf91d077765299dee49c8,,,2025-04-06 02:52:20.956,model_a
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4363,B,801a0a271bb8f8df74404c881e92c77091b5b5dde9c4b89a96433b994bd9d5ca,,,2025-04-06 03:04:07.296,model_b
ppl-sonar-reasoning,api-gpt-4o-search-high-loc,False,search-arena-4364,A,e6493eb8b4a40e50a7c48da9b57190a9c023426472c890f025a7811f47d55a94,,,2025-04-06 03:06:41.395,model_a
ppl-sonar-pro,api-gpt-4o-search-high,False,search-arena-4365,A,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-04-06 03:26:01.441,model_a
api-gpt-4o-mini-search,gemini-2.0-flash-grounding,False,search-arena-4366,B,c0b0f799c264a8cea02028fa9a340613359cbbd310cf704b9b6b8e9c1e195c42,,,2025-04-06 03:29:29.281,model_b
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4367,B,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-04-06 03:45:04.424,model_b
ppl-sonar-pro,gemini-2.0-flash-grounding,False,search-arena-4368,draw,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-04-06 03:52:21.130,tie (bothbad)
ppl-sonar,ppl-sonar-pro-high,False,search-arena-4369,B,02e3a3c38e7eb89ad451b4a32842fd4eb5249770dff324e3d0520f91030c698b,,,2025-04-06 04:00:15.946,model_b
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4370,draw,f6e56062645325ce04099b773d1b8052af5976fb40fbc7b70e70257565e7f2fd,,,2025-04-06 04:00:59.828,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4371,B,f6e56062645325ce04099b773d1b8052af5976fb40fbc7b70e70257565e7f2fd,,,2025-04-06 04:00:59.828,model_b
gemini-2.0-flash-grounding,ppl-sonar-pro-high,False,search-arena-4372,draw,0afb149d99b378e484f93fe9c350534f8de9f48ec1fdccaff5bdccc9a0589ca0,,,2025-04-06 04:22:09.234,tie (bothbad)
ppl-sonar-reasoning,gemini-2.5-pro-grounding,False,search-arena-4373,B,75636036c15fa3a2e7b08960cb0beb1598f53168b0e5db6dc292801ed6c01b5a,,,2025-04-06 04:22:53.267,model_b
gemini-2.0-flash-grounding,ppl-sonar-pro-high,False,search-arena-4374,B,ce83a4c6be00bd88595063145f8d8a02ac55c230cac2dbb7200cec66c0284b90,,,2025-04-06 04:28:22.114,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search-high,False,search-arena-4375,B,85a8f4836f3da25fb46ff5d50f2dc6084fa93043ad684b23c5948aa777c7ce3f,,,2025-04-06 04:29:44.343,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search-high,False,search-arena-4376,A,85a8f4836f3da25fb46ff5d50f2dc6084fa93043ad684b23c5948aa777c7ce3f,,,2025-04-06 04:29:44.343,model_a
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-4377,A,85a8f4836f3da25fb46ff5d50f2dc6084fa93043ad684b23c5948aa777c7ce3f,,,2025-04-06 04:30:48.023,model_a
ppl-sonar,api-gpt-4o-search-high-loc,False,search-arena-4378,A,85a8f4836f3da25fb46ff5d50f2dc6084fa93043ad684b23c5948aa777c7ce3f,,,2025-04-06 04:31:36.784,model_a
ppl-sonar-pro,api-gpt-4o-search-high-loc,False,search-arena-4379,B,85a8f4836f3da25fb46ff5d50f2dc6084fa93043ad684b23c5948aa777c7ce3f,,,2025-04-06 04:32:33.623,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-4380,A,379bdd024f6d820d08ac259718bceae56b9f926c82c7af867a5dd24ca557f40c,,,2025-04-06 04:37:08.844,model_a
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4381,B,85a8f4836f3da25fb46ff5d50f2dc6084fa93043ad684b23c5948aa777c7ce3f,,,2025-04-06 04:39:41.762,model_b
gemini-2.0-flash-grounding,api-gpt-4o-search-high-loc,False,search-arena-4382,B,99c5a49923121f50e0e458acdf041c7ba366e0fbd520e130c1cc275711ae0c0e,,,2025-04-06 04:46:40.141,model_b
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4383,B,dab9c45c98e837d77a6d380f355c20632621be8e129fad6051c501d4e487cd7a,,,2025-04-06 04:53:46.353,model_b
api-gpt-4o-search-high-loc,api-gpt-4o-mini-search,False,search-arena-4384,draw,59249479628bfddf13bee5eadb5765e94a8420accd386722f5f193cdc2c38fe2,,,2025-04-06 04:57:33.919,tie
api-gpt-4o-search-high-loc,ppl-sonar-pro,False,search-arena-4385,draw,59249479628bfddf13bee5eadb5765e94a8420accd386722f5f193cdc2c38fe2,,,2025-04-06 05:02:12.314,tie
ppl-sonar,gemini-2.5-pro-grounding,False,search-arena-4386,B,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-04-06 05:10:51.729,model_b
gemini-2.5-pro-grounding,ppl-sonar-pro-high,False,search-arena-4387,draw,11143fce75a3b058619c1071734f48b3e13512901b4c0cbd5d056e533b3513c8,,,2025-04-06 05:13:05.776,tie
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4388,B,a1faa27bb8673090945c116ce41dc18c13736e3f36f35935cc586a222b85a8bb,,,2025-04-06 05:16:49.495,model_b
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4389,B,85a8f4836f3da25fb46ff5d50f2dc6084fa93043ad684b23c5948aa777c7ce3f,,,2025-04-06 05:18:19.014,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-4390,A,11143fce75a3b058619c1071734f48b3e13512901b4c0cbd5d056e533b3513c8,,,2025-04-06 05:18:39.657,model_a
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4391,B,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-04-06 05:20:49.066,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4392,B,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-04-06 05:26:03.615,model_b
gemini-2.0-flash-grounding,gemini-2.0-flash-grounding,False,search-arena-4393,A,9aadeb3eaea291ea01e4030e3c4a2e9c1f9bd58ec8338958a329760d1d961692,,,2025-04-06 05:34:48.633,model_a
gemini-2.0-flash-grounding,ppl-sonar,False,search-arena-4394,draw,e6bcdb746ec3d82eaa74dba346f43a8e53bdc3ec884d967d2fcc2d52bc6b5b85,,,2025-04-06 05:34:56.726,tie (bothbad)
gemini-2.0-flash-grounding,ppl-sonar,False,search-arena-4395,A,e6bcdb746ec3d82eaa74dba346f43a8e53bdc3ec884d967d2fcc2d52bc6b5b85,,,2025-04-06 05:34:56.726,model_a
api-gpt-4o-search-high-loc,api-gpt-4o-search,False,search-arena-4396,draw,e6bcdb746ec3d82eaa74dba346f43a8e53bdc3ec884d967d2fcc2d52bc6b5b85,,,2025-04-06 05:36:35.430,tie (bothbad)
ppl-sonar-reasoning,api-gpt-4o-search-high-loc,False,search-arena-4397,A,be5eb6187a9564ccd0972e3b7b54b06962a9403d42a7abfebb1842c54a420fc6,,,2025-04-06 05:37:31.762,model_a
ppl-sonar-pro-high,ppl-sonar,False,search-arena-4398,B,d748d8d8d73ea8448196851f492a98e5cd26f4ff7665442b7837d7559bf5fadd,,,2025-04-06 05:38:46.162,model_b
ppl-sonar-pro-high,ppl-sonar,False,search-arena-4399,A,d748d8d8d73ea8448196851f492a98e5cd26f4ff7665442b7837d7559bf5fadd,,,2025-04-06 05:38:46.162,model_a
ppl-sonar-pro-high,ppl-sonar,False,search-arena-4400,B,d748d8d8d73ea8448196851f492a98e5cd26f4ff7665442b7837d7559bf5fadd,,,2025-04-06 05:38:46.162,model_b
ppl-sonar,ppl-sonar-pro-high,False,search-arena-4401,A,e6bcdb746ec3d82eaa74dba346f43a8e53bdc3ec884d967d2fcc2d52bc6b5b85,,,2025-04-06 05:38:50.788,model_a
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4402,A,9aadeb3eaea291ea01e4030e3c4a2e9c1f9bd58ec8338958a329760d1d961692,,,2025-04-06 05:39:01.317,model_a
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4403,A,9aadeb3eaea291ea01e4030e3c4a2e9c1f9bd58ec8338958a329760d1d961692,,,2025-04-06 05:39:01.317,model_a
ppl-sonar-reasoning,gemini-2.5-pro-grounding,False,search-arena-4404,B,2c064f7fa85828d83e7a718eccfcf5a997462bc350a9d75a759e6767e3833ff9,,,2025-04-06 05:40:03.624,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search-high-loc,False,search-arena-4405,B,e906676c9744a5902717b58fb207acb641ab65d50ec820c10ec84632bde02415,,,2025-04-06 05:42:02.071,model_b
ppl-sonar-reasoning,ppl-sonar,False,search-arena-4406,draw,2c064f7fa85828d83e7a718eccfcf5a997462bc350a9d75a759e6767e3833ff9,,,2025-04-06 05:42:07.371,tie
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4407,A,75636036c15fa3a2e7b08960cb0beb1598f53168b0e5db6dc292801ed6c01b5a,,,2025-04-06 05:48:09.164,model_a
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-4408,B,a686fdd7534caae21ec28eb3b2fc0fa16348707823d6601ab71f0293e5820f34,,,2025-04-06 05:48:30.726,model_b
api-gpt-4o-search-high-loc,gemini-2.5-pro-grounding,False,search-arena-4409,A,7674d35c3ea4181a0d07c1446af143f05b838cf25b02733a45c9d3b8226ad743,,,2025-04-06 06:12:11.900,model_a
api-gpt-4o-mini-search,api-gpt-4o-search-high,False,search-arena-4410,draw,91f7bee9d7d04cc811a901ddd8bc652a62051c58624e4d03e96cb3fba4e15242,,,2025-04-06 06:15:15.775,tie (bothbad)
ppl-sonar-pro-high,ppl-sonar-pro-high,False,search-arena-4411,draw,5130472243b7ef6e018fe73b93511159fe690a17e02813f70c9f36d7394e239f,,,2025-04-06 06:15:15.845,tie (bothbad)
ppl-sonar-reasoning,gemini-2.5-pro-grounding,False,search-arena-4412,B,91f7bee9d7d04cc811a901ddd8bc652a62051c58624e4d03e96cb3fba4e15242,,,2025-04-06 06:16:10.630,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-4413,draw,7674d35c3ea4181a0d07c1446af143f05b838cf25b02733a45c9d3b8226ad743,,,2025-04-06 06:17:25.956,tie
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4414,B,7674d35c3ea4181a0d07c1446af143f05b838cf25b02733a45c9d3b8226ad743,,,2025-04-06 06:19:47.803,model_b
gemini-2.5-pro-grounding,gemini-2.5-pro-grounding,False,search-arena-4415,A,8fd8202ab405c761fe3efeeafd2eb9082f470d0652a7518450cea756227c0ea5,,,2025-04-06 06:22:56.666,model_a
api-gpt-4o-search,ppl-sonar-pro-high,False,search-arena-4416,draw,5f091d288079ee09000bfbe51c970c3f038cc141e5aae7875665fb5523c6dd55,,,2025-04-06 06:31:46.579,tie (bothbad)
ppl-sonar-pro-high,gemini-2.0-flash-grounding,False,search-arena-4417,B,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-04-06 06:31:47.948,model_b
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-4418,B,5f091d288079ee09000bfbe51c970c3f038cc141e5aae7875665fb5523c6dd55,,,2025-04-06 06:32:28.354,model_b
ppl-sonar,api-gpt-4o-search-high,False,search-arena-4419,A,2e30ee18f788b787acddb41e69c4b8a23def23f8b551b3a7496f651aad5f5fb1,,,2025-04-06 06:32:31.972,model_a
api-gpt-4o-search-high-loc,gemini-2.5-pro-grounding,False,search-arena-4420,B,5f091d288079ee09000bfbe51c970c3f038cc141e5aae7875665fb5523c6dd55,,,2025-04-06 06:33:50.209,model_b
api-gpt-4o-search-high-loc,api-gpt-4o-search-high-loc,False,search-arena-4421,B,f76b839bd7791b79b8e991c57303657eb71ff1e8bba4a3003cb411d604a0bb3c,,,2025-04-06 06:38:42.482,model_b
ppl-sonar-reasoning,api-gpt-4o-search-high-loc,False,search-arena-4422,A,38f3ca6bf4d4c4d0c97dd0bf753ff738c747b3359238a0ecd676b45845d5e76e,,,2025-04-06 06:40:07.754,model_a
gemini-2.5-pro-grounding,api-gpt-4o-search-high-loc,False,search-arena-4423,A,a69cbc3de0d3201c4920a5d5cab1e5e5daf92edcbe4c8955145dbd20f79a06aa,,,2025-04-06 06:44:03.556,model_a
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4424,draw,4ff19a87c8430b56cc89ca0e23bd2e6bc6c008fd10e3c6e5fa0b8e2f3bfa87d5,,,2025-04-06 06:57:17.534,tie (bothbad)
ppl-sonar,api-gpt-4o-search-high,False,search-arena-4425,A,788cb9d1698ab0c58b52735a1e6708ecfa98cbd334b12fbb8503edb0db3d58ba,,,2025-04-06 07:03:39.756,model_a
